,dir_name,image_name,augmentation,soft_max
24,/data3/test_meta_learning/Gen/Source_29_SDXL,359.png,QF40,[0.5191109  0.48088905]
25,/data3/test_meta_learning/Gen/Source_29_SDXL,135.png,QF40,[2.9625716e-07 9.9999976e-01]
26,/data3/test_meta_learning/Gen/Source_29_SDXL,234.png,QF40,[0.22714174 0.77285826]
27,/data3/test_meta_learning/Gen/Source_29_SDXL,345.png,QF40,[0.6931967  0.30680326]
28,/data3/test_meta_learning/Gen/Source_29_SDXL,698.png,QF40,[9.9925345e-01 7.4656884e-04]
29,/data3/test_meta_learning/Gen/Source_29_SDXL,396.png,QF40,[0.15794219 0.8420578 ]
30,/data3/test_meta_learning/Gen/Source_29_SDXL,217.png,QF40,[0.9741192  0.02588082]
31,/data3/test_meta_learning/Gen/Source_29_SDXL,351.png,QF40,[9.9932253e-01 6.7747821e-04]
32,/data3/test_meta_learning/Gen/Source_29_SDXL,691.png,QF40,[0.06260435 0.93739563]
33,/data3/test_meta_learning/Gen/Source_29_SDXL,540.png,QF40,[0.02150392 0.97849613]
34,/data3/test_meta_learning/Gen/Source_29_SDXL,16.png,QF40,[9.9973541e-01 2.6456075e-04]
35,/data3/test_meta_learning/Gen/Source_29_SDXL,70.png,QF40,[0.0334609 0.9665391]
36,/data3/test_meta_learning/Gen/Source_29_SDXL,128.png,QF40,[4.214010e-05 9.999578e-01]
37,/data3/test_meta_learning/Gen/Source_29_SDXL,704.png,QF40,[0.00403897 0.995961  ]
38,/data3/test_meta_learning/Gen/Source_29_SDXL,431.png,QF40,[0.99890137 0.00109866]
39,/data3/test_meta_learning/Gen/Source_29_SDXL,19.png,QF40,[9.9972814e-01 2.7182681e-04]
40,/data3/test_meta_learning/Gen/Source_29_SDXL,18.png,QF40,[0.940228   0.05977202]
41,/data3/test_meta_learning/Gen/Source_29_SDXL,373.png,QF40,[0.96857464 0.03142539]
42,/data3/test_meta_learning/Gen/Source_29_SDXL,24.png,QF40,[7.941779e-06 9.999920e-01]
43,/data3/test_meta_learning/Gen/Source_29_SDXL,288.png,QF40,[0.9984059  0.00159414]
44,/data3/test_meta_learning/Gen/Source_29_SDXL,611.png,QF40,[0.00468369 0.99531627]
45,/data3/test_meta_learning/Gen/Source_29_SDXL,385.png,QF40,[9.999174e-01 8.261336e-05]
46,/data3/test_meta_learning/Gen/Source_29_SDXL,569.png,QF40,[0.99327636 0.00672371]
47,/data3/test_meta_learning/Gen/Source_29_SDXL,447.png,QF40,[0.00529057 0.9947094 ]
48,/data3/test_meta_learning/Gen/Source_29_SDXL,437.png,QF40,[0.26981616 0.73018384]
49,/data3/test_meta_learning/Gen/Source_29_SDXL,35.png,QF40,[0.7833757  0.21662427]
50,/data3/test_meta_learning/Gen/Source_29_SDXL,53.png,QF40,[0.01791687 0.9820831 ]
51,/data3/test_meta_learning/Gen/Source_29_SDXL,352.png,QF40,[9.9973685e-01 2.6314647e-04]
52,/data3/test_meta_learning/Gen/Source_29_SDXL,156.png,QF40,[0.00588253 0.9941175 ]
53,/data3/test_meta_learning/Gen/Source_29_SDXL,185.png,QF40,[0.00409653 0.99590343]
54,/data3/test_meta_learning/Gen/Source_29_SDXL,109.png,QF40,[9.9999762e-01 2.4038227e-06]
55,/data3/test_meta_learning/Gen/Source_29_SDXL,461.png,QF40,[4.7057503e-05 9.9995291e-01]
56,/data3/test_meta_learning/Gen/Source_29_SDXL,260.png,QF40,[0.8785407  0.12145927]
57,/data3/test_meta_learning/Gen/Source_29_SDXL,699.png,QF40,[2.2160352e-04 9.9977845e-01]
58,/data3/test_meta_learning/Gen/Source_29_SDXL,536.png,QF40,[0.3498007  0.65019923]
59,/data3/test_meta_learning/Gen/Source_29_SDXL,174.png,QF40,[0.44963372 0.5503663 ]
60,/data3/test_meta_learning/Gen/Source_29_SDXL,545.png,QF40,[0.9451368  0.05486319]
61,/data3/test_meta_learning/Gen/Source_29_SDXL,9.png,QF40,[0.00321141 0.9967886 ]
62,/data3/test_meta_learning/Gen/Source_29_SDXL,301.png,QF40,[0.04728813 0.9527119 ]
63,/data3/test_meta_learning/Gen/Source_29_SDXL,506.png,QF40,[0.01153056 0.9884694 ]
64,/data3/test_meta_learning/Gen/Source_29_SDXL,5.png,QF40,[0.21101099 0.78898895]
65,/data3/test_meta_learning/Gen/Source_29_SDXL,587.png,QF40,[0.44934928 0.5506508 ]
66,/data3/test_meta_learning/Gen/Source_29_SDXL,370.png,QF40,[0.02823377 0.97176623]
67,/data3/test_meta_learning/Gen/Source_29_SDXL,555.png,QF40,[0.9960544  0.00394563]
68,/data3/test_meta_learning/Gen/Source_29_SDXL,399.png,QF40,[9.9999988e-01 1.4420617e-07]
69,/data3/test_meta_learning/Gen/Source_29_SDXL,409.png,QF40,[6.807051e-06 9.999932e-01]
70,/data3/test_meta_learning/Gen/Source_29_SDXL,403.png,QF40,[6.6899904e-04 9.9933100e-01]
71,/data3/test_meta_learning/Gen/Source_29_SDXL,97.png,QF40,[0.09052421 0.90947574]
72,/data3/test_meta_learning/Gen/Source_29_SDXL,317.png,QF40,[9.9992335e-01 7.6598226e-05]
73,/data3/test_meta_learning/Gen/Source_29_SDXL,649.png,QF40,[9.9996567e-01 3.4295230e-05]
74,/data3/test_meta_learning/Gen/Source_29_SDXL,494.png,QF40,[0.9806111  0.01938898]
75,/data3/test_meta_learning/Gen/Source_29_SDXL,238.png,QF40,[0.42085722 0.57914275]
76,/data3/test_meta_learning/Gen/Source_29_SDXL,105.png,QF40,[0.9766064  0.02339358]
77,/data3/test_meta_learning/Gen/Source_29_SDXL,669.png,QF40,[0.5173597  0.48264033]
78,/data3/test_meta_learning/Gen/Source_29_SDXL,613.png,QF40,[0.03032386 0.96967614]
79,/data3/test_meta_learning/Gen/Source_29_SDXL,626.png,QF40,[6.1959395e-07 9.9999940e-01]
80,/data3/test_meta_learning/Gen/Source_29_SDXL,439.png,QF40,[0.00155117 0.99844885]
81,/data3/test_meta_learning/Gen/Source_29_SDXL,296.png,QF40,[0.00201144 0.9979886 ]
82,/data3/test_meta_learning/Gen/Source_29_SDXL,625.png,QF40,[0.1744301  0.82556987]
83,/data3/test_meta_learning/Gen/Source_29_SDXL,448.png,QF65,[0.8698436  0.13015638]
84,/data3/test_meta_learning/Gen/Source_29_SDXL,579.png,QF65,[0.7673558  0.23264413]
85,/data3/test_meta_learning/Gen/Source_29_SDXL,498.png,QF65,[0.11513658 0.88486344]
86,/data3/test_meta_learning/Gen/Source_29_SDXL,420.png,QF65,[9.9928397e-01 7.1609725e-04]
87,/data3/test_meta_learning/Gen/Source_29_SDXL,110.png,QF65,[0.02191361 0.9780864 ]
88,/data3/test_meta_learning/Gen/Source_29_SDXL,207.png,QF65,[0.96145374 0.0385463 ]
89,/data3/test_meta_learning/Gen/Source_29_SDXL,674.png,QF65,[0.9935869  0.00641306]
90,/data3/test_meta_learning/Gen/Source_29_SDXL,701.png,QF65,[0.1632545 0.8367455]
91,/data3/test_meta_learning/Gen/Source_29_SDXL,557.png,QF65,[1.3178862e-05 9.9998677e-01]
92,/data3/test_meta_learning/Gen/Source_29_SDXL,583.png,QF65,[6.8379823e-06 9.9999321e-01]
93,/data3/test_meta_learning/Gen/Source_29_SDXL,690.png,QF65,[0.9207367  0.07926337]
94,/data3/test_meta_learning/Gen/Source_29_SDXL,36.png,QF65,[0.79215026 0.20784979]
95,/data3/test_meta_learning/Gen/Source_29_SDXL,65.png,QF65,[0.72446376 0.27553624]
96,/data3/test_meta_learning/Gen/Source_29_SDXL,295.png,QF65,[9.9905449e-01 9.4549335e-04]
97,/data3/test_meta_learning/Gen/Source_29_SDXL,98.png,QF65,[0.99794453 0.00205546]
98,/data3/test_meta_learning/Gen/Source_29_SDXL,276.png,QF65,[9.9982625e-01 1.7383399e-04]
99,/data3/test_meta_learning/Gen/Source_29_SDXL,463.png,QF65,[0.00383503 0.99616504]
100,/data3/test_meta_learning/Gen/Source_29_SDXL,428.png,QF65,[0.9961623  0.00383765]
101,/data3/test_meta_learning/Gen/Source_29_SDXL,319.png,QF65,[0.02693319 0.97306687]
102,/data3/test_meta_learning/Gen/Source_29_SDXL,618.png,QF65,[0.88677746 0.11322258]
103,/data3/test_meta_learning/Gen/Source_29_SDXL,697.png,QF65,[3.9356883e-04 9.9960643e-01]
104,/data3/test_meta_learning/Gen/Source_29_SDXL,619.png,QF65,[9.9967313e-01 3.2689172e-04]
105,/data3/test_meta_learning/Gen/Source_29_SDXL,567.png,QF65,[9.99889851e-01 1.10101326e-04]
106,/data3/test_meta_learning/Gen/Source_29_SDXL,21.png,QF65,[0.9775544 0.0224457]
107,/data3/test_meta_learning/Gen/Source_29_SDXL,359.png,QF65,[0.8675872  0.13241282]
108,/data3/test_meta_learning/Gen/Source_29_SDXL,135.png,QF65,[1.8774868e-05 9.9998128e-01]
109,/data3/test_meta_learning/Gen/Source_29_SDXL,234.png,QF65,[0.16555454 0.8344454 ]
110,/data3/test_meta_learning/Gen/Source_29_SDXL,345.png,QF65,[0.7142927  0.28570727]
111,/data3/test_meta_learning/Gen/Source_29_SDXL,698.png,QF65,[0.9987507  0.00124932]
112,/data3/test_meta_learning/Gen/Source_29_SDXL,396.png,QF65,[0.00860317 0.99139684]
113,/data3/test_meta_learning/Gen/Source_29_SDXL,217.png,QF65,[0.54346615 0.45653385]
114,/data3/test_meta_learning/Gen/Source_29_SDXL,351.png,QF65,[9.9995482e-01 4.5123186e-05]
115,/data3/test_meta_learning/Gen/Source_29_SDXL,691.png,QF65,[0.16496553 0.8350345 ]
116,/data3/test_meta_learning/Gen/Source_29_SDXL,540.png,QF65,[0.00318054 0.9968195 ]
117,/data3/test_meta_learning/Gen/Source_29_SDXL,16.png,QF65,[9.9998820e-01 1.1743134e-05]
118,/data3/test_meta_learning/Gen/Source_29_SDXL,70.png,QF65,[0.74567175 0.25432825]
119,/data3/test_meta_learning/Gen/Source_29_SDXL,128.png,QF65,[3.2841792e-06 9.9999666e-01]
120,/data3/test_meta_learning/Gen/Source_29_SDXL,704.png,QF65,[0.6693244 0.3306756]
121,/data3/test_meta_learning/Gen/Source_29_SDXL,431.png,QF65,[9.9969208e-01 3.0798375e-04]
122,/data3/test_meta_learning/Gen/Source_29_SDXL,19.png,QF65,[9.9997628e-01 2.3780936e-05]
123,/data3/test_meta_learning/Gen/Source_29_SDXL,18.png,QF65,[0.93209904 0.06790092]
124,/data3/test_meta_learning/Gen/Source_29_SDXL,373.png,QF65,[0.9966305  0.00336951]
125,/data3/test_meta_learning/Gen/Source_29_SDXL,24.png,QF65,[0.00352439 0.99647564]
126,/data3/test_meta_learning/Gen/Source_29_SDXL,288.png,QF65,[9.9976176e-01 2.3823873e-04]
127,/data3/test_meta_learning/Gen/Source_29_SDXL,611.png,QF65,[7.146056e-04 9.992854e-01]
128,/data3/test_meta_learning/Gen/Source_29_SDXL,385.png,QF65,[0.99181855 0.00818144]
129,/data3/test_meta_learning/Gen/Source_29_SDXL,569.png,QF65,[0.99603003 0.00397   ]
130,/data3/test_meta_learning/Gen/Source_29_SDXL,447.png,QF65,[4.224098e-04 9.995776e-01]
131,/data3/test_meta_learning/Gen/Source_29_SDXL,437.png,QF65,[0.20841633 0.7915836 ]
132,/data3/test_meta_learning/Gen/Source_29_SDXL,35.png,QF65,[0.78160286 0.21839719]
133,/data3/test_meta_learning/Gen/Source_29_SDXL,53.png,QF65,[0.25670087 0.7432991 ]
134,/data3/test_meta_learning/Gen/Source_29_SDXL,352.png,QF65,[0.98160136 0.01839867]
135,/data3/test_meta_learning/Gen/Source_29_SDXL,156.png,QF65,[0.03043768 0.96956235]
136,/data3/test_meta_learning/Gen/Source_29_SDXL,185.png,QF65,[0.03133219 0.9686678 ]
137,/data3/test_meta_learning/Gen/Source_29_SDXL,109.png,QF65,[9.9999845e-01 1.5835200e-06]
138,/data3/test_meta_learning/Gen/Source_29_SDXL,461.png,QF65,[6.9457188e-04 9.9930537e-01]
139,/data3/test_meta_learning/Gen/Source_29_SDXL,260.png,QF65,[9.9945611e-01 5.4387614e-04]
140,/data3/test_meta_learning/Gen/Source_29_SDXL,699.png,QF65,[3.425272e-04 9.996575e-01]
141,/data3/test_meta_learning/Gen/Source_29_SDXL,536.png,QF65,[0.35620728 0.64379275]
142,/data3/test_meta_learning/Gen/Source_29_SDXL,174.png,QF65,[0.986603   0.01339695]
143,/data3/test_meta_learning/Gen/Source_29_SDXL,545.png,QF65,[0.9785686  0.02143145]
144,/data3/test_meta_learning/Gen/Source_29_SDXL,9.png,QF65,[0.06027367 0.93972635]
145,/data3/test_meta_learning/Gen/Source_29_SDXL,301.png,QF65,[0.14502165 0.8549783 ]
146,/data3/test_meta_learning/Gen/Source_29_SDXL,506.png,QF65,[0.19729885 0.8027011 ]
147,/data3/test_meta_learning/Gen/Source_29_SDXL,5.png,QF65,[0.77109796 0.22890201]
148,/data3/test_meta_learning/Gen/Source_29_SDXL,587.png,QF65,[0.77263564 0.22736435]
149,/data3/test_meta_learning/Gen/Source_29_SDXL,370.png,QF65,[0.7531596  0.24684037]
150,/data3/test_meta_learning/Gen/Source_29_SDXL,555.png,QF65,[9.9997270e-01 2.7296725e-05]
151,/data3/test_meta_learning/Gen/Source_29_SDXL,399.png,QF65,[1.0000000e+00 2.0115657e-08]
152,/data3/test_meta_learning/Gen/Source_29_SDXL,409.png,QF65,[1.9577945e-05 9.9998045e-01]
153,/data3/test_meta_learning/Gen/Source_29_SDXL,403.png,QF65,[0.09381189 0.90618813]
154,/data3/test_meta_learning/Gen/Source_29_SDXL,97.png,QF65,[0.2546473  0.74535275]
155,/data3/test_meta_learning/Gen/Source_29_SDXL,317.png,QF65,[9.9998915e-01 1.0813093e-05]
156,/data3/test_meta_learning/Gen/Source_29_SDXL,649.png,QF65,[9.9997008e-01 2.9936426e-05]
157,/data3/test_meta_learning/Gen/Source_29_SDXL,494.png,QF65,[0.77793914 0.2220609 ]
158,/data3/test_meta_learning/Gen/Source_29_SDXL,238.png,QF65,[0.13833024 0.8616698 ]
159,/data3/test_meta_learning/Gen/Source_29_SDXL,105.png,QF65,[0.9721654  0.02783459]
160,/data3/test_meta_learning/Gen/Source_29_SDXL,669.png,QF65,[0.6638586 0.3361414]
161,/data3/test_meta_learning/Gen/Source_29_SDXL,613.png,QF65,[0.05213514 0.9478649 ]
162,/data3/test_meta_learning/Gen/Source_29_SDXL,626.png,QF65,[9.6683043e-06 9.9999034e-01]
163,/data3/test_meta_learning/Gen/Source_29_SDXL,439.png,QF65,[0.04459315 0.95540684]
164,/data3/test_meta_learning/Gen/Source_29_SDXL,296.png,QF65,[0.00461676 0.9953832 ]
165,/data3/test_meta_learning/Gen/Source_29_SDXL,625.png,QF65,[0.7468517  0.25314838]
166,/data3/test_meta_learning/Gen/Source_29_SDXL,448.png,QF90,[0.06440528 0.93559474]
167,/data3/test_meta_learning/Gen/Source_29_SDXL,579.png,QF90,[0.38244158 0.61755836]
168,/data3/test_meta_learning/Gen/Source_29_SDXL,498.png,QF90,[0.05406364 0.9459363 ]
169,/data3/test_meta_learning/Gen/Source_29_SDXL,420.png,QF90,[0.92366266 0.07633735]
170,/data3/test_meta_learning/Gen/Source_29_SDXL,110.png,QF90,[1.21301404e-04 9.99878645e-01]
171,/data3/test_meta_learning/Gen/Source_29_SDXL,207.png,QF90,[0.6588874  0.34111258]
172,/data3/test_meta_learning/Gen/Source_29_SDXL,674.png,QF90,[0.97924334 0.02075658]
173,/data3/test_meta_learning/Gen/Source_29_SDXL,701.png,QF90,[0.85599035 0.1440096 ]
174,/data3/test_meta_learning/Gen/Source_29_SDXL,557.png,QF90,[1.0536534e-05 9.9998951e-01]
175,/data3/test_meta_learning/Gen/Source_29_SDXL,583.png,QF90,[2.7001960e-07 9.9999976e-01]
176,/data3/test_meta_learning/Gen/Source_29_SDXL,690.png,QF90,[0.08801104 0.911989  ]
177,/data3/test_meta_learning/Gen/Source_29_SDXL,36.png,QF90,[0.89991593 0.10008406]
178,/data3/test_meta_learning/Gen/Source_29_SDXL,65.png,QF90,[0.25837544 0.74162453]
179,/data3/test_meta_learning/Gen/Source_29_SDXL,295.png,QF90,[0.91351396 0.08648601]
180,/data3/test_meta_learning/Gen/Source_29_SDXL,98.png,QF90,[0.9936538  0.00634625]
181,/data3/test_meta_learning/Gen/Source_29_SDXL,276.png,QF90,[0.9956781  0.00432186]
182,/data3/test_meta_learning/Gen/Source_29_SDXL,463.png,QF90,[3.098873e-04 9.996902e-01]
183,/data3/test_meta_learning/Gen/Source_29_SDXL,428.png,QF90,[9.9966609e-01 3.3396514e-04]
184,/data3/test_meta_learning/Gen/Source_29_SDXL,319.png,QF90,[1.870515e-05 9.999813e-01]
185,/data3/test_meta_learning/Gen/Source_29_SDXL,618.png,QF90,[0.96663094 0.03336902]
186,/data3/test_meta_learning/Gen/Source_29_SDXL,697.png,QF90,[2.8958923e-06 9.9999714e-01]
187,/data3/test_meta_learning/Gen/Source_29_SDXL,619.png,QF90,[0.92732984 0.07267013]
188,/data3/test_meta_learning/Gen/Source_29_SDXL,567.png,QF90,[0.9853166  0.01468339]
189,/data3/test_meta_learning/Gen/Source_29_SDXL,21.png,QF90,[0.8749669 0.1250331]
190,/data3/test_meta_learning/Gen/Source_29_SDXL,359.png,QF90,[0.14248021 0.8575198 ]
191,/data3/test_meta_learning/Gen/Source_29_SDXL,135.png,QF90,[2.4055229e-08 1.0000000e+00]
192,/data3/test_meta_learning/Gen/Source_29_SDXL,234.png,QF90,[0.11089428 0.8891057 ]
193,/data3/test_meta_learning/Gen/Source_29_SDXL,345.png,QF90,[0.93269175 0.06730826]
194,/data3/test_meta_learning/Gen/Source_29_SDXL,698.png,QF90,[0.9986218  0.00137821]
195,/data3/test_meta_learning/Gen/Source_29_SDXL,396.png,QF90,[0.00104196 0.998958  ]
196,/data3/test_meta_learning/Gen/Source_29_SDXL,217.png,QF90,[0.85115695 0.14884299]
197,/data3/test_meta_learning/Gen/Source_29_SDXL,351.png,QF90,[0.9021429  0.09785708]
198,/data3/test_meta_learning/Gen/Source_29_SDXL,691.png,QF90,[0.0242099 0.9757901]
199,/data3/test_meta_learning/Gen/Source_29_SDXL,540.png,QF90,[0.00133597 0.998664  ]
200,/data3/test_meta_learning/Gen/Source_29_SDXL,16.png,QF90,[0.99389404 0.00610594]
201,/data3/test_meta_learning/Gen/Source_29_SDXL,70.png,QF90,[0.00152262 0.9984774 ]
202,/data3/test_meta_learning/Gen/Source_29_SDXL,128.png,QF90,[5.0640370e-05 9.9994934e-01]
203,/data3/test_meta_learning/Gen/Source_29_SDXL,704.png,QF90,[0.4352813  0.56471866]
204,/data3/test_meta_learning/Gen/Source_29_SDXL,431.png,QF90,[0.52692014 0.4730798 ]
205,/data3/test_meta_learning/Gen/Source_29_SDXL,19.png,QF90,[0.20132346 0.7986765 ]
206,/data3/test_meta_learning/Gen/Source_29_SDXL,18.png,QF90,[0.47376773 0.5262323 ]
207,/data3/test_meta_learning/Gen/Source_29_SDXL,373.png,QF90,[0.99597615 0.00402381]
208,/data3/test_meta_learning/Gen/Source_29_SDXL,24.png,QF90,[2.9178543e-07 9.9999976e-01]
209,/data3/test_meta_learning/Gen/Source_29_SDXL,288.png,QF90,[0.9929899  0.00701014]
210,/data3/test_meta_learning/Gen/Source_29_SDXL,611.png,QF90,[0.00160152 0.9983985 ]
211,/data3/test_meta_learning/Gen/Source_29_SDXL,385.png,QF90,[9.9982077e-01 1.7930730e-04]
212,/data3/test_meta_learning/Gen/Source_29_SDXL,569.png,QF90,[9.9963784e-01 3.6217328e-04]
213,/data3/test_meta_learning/Gen/Source_29_SDXL,447.png,QF90,[4.96963e-06 9.99995e-01]
214,/data3/test_meta_learning/Gen/Source_29_SDXL,437.png,QF90,[0.05227039 0.94772965]
215,/data3/test_meta_learning/Gen/Source_29_SDXL,35.png,QF90,[0.03908506 0.96091497]
216,/data3/test_meta_learning/Gen/Source_29_SDXL,53.png,QF90,[0.03462402 0.965376  ]
217,/data3/test_meta_learning/Gen/Source_29_SDXL,352.png,QF90,[0.9522453  0.04775469]
218,/data3/test_meta_learning/Gen/Source_29_SDXL,156.png,QF90,[0.40150997 0.59849   ]
219,/data3/test_meta_learning/Gen/Source_29_SDXL,185.png,QF90,[1.8007521e-04 9.9981993e-01]
220,/data3/test_meta_learning/Gen/Source_29_SDXL,109.png,QF90,[9.9992085e-01 7.9170881e-05]
221,/data3/test_meta_learning/Gen/Source_29_SDXL,461.png,QF90,[0.00132103 0.998679  ]
222,/data3/test_meta_learning/Gen/Source_29_SDXL,260.png,QF90,[0.5217581  0.47824192]
223,/data3/test_meta_learning/Gen/Source_29_SDXL,699.png,QF90,[1.7664612e-05 9.9998236e-01]
224,/data3/test_meta_learning/Gen/Source_29_SDXL,536.png,QF90,[0.00284583 0.9971541 ]
225,/data3/test_meta_learning/Gen/Source_29_SDXL,174.png,QF90,[0.6420021 0.3579979]
226,/data3/test_meta_learning/Gen/Source_29_SDXL,545.png,QF90,[0.80494124 0.19505875]
227,/data3/test_meta_learning/Gen/Source_29_SDXL,9.png,QF90,[0.00731718 0.9926829 ]
228,/data3/test_meta_learning/Gen/Source_29_SDXL,301.png,QF90,[0.00366492 0.996335  ]
229,/data3/test_meta_learning/Gen/Source_29_SDXL,506.png,QF90,[7.9986220e-04 9.9920017e-01]
230,/data3/test_meta_learning/Gen/Source_29_SDXL,5.png,QF90,[0.1008935 0.8991065]
231,/data3/test_meta_learning/Gen/Source_29_SDXL,587.png,QF90,[0.12896614 0.87103385]
232,/data3/test_meta_learning/Gen/Source_29_SDXL,370.png,QF90,[0.01520109 0.98479897]
233,/data3/test_meta_learning/Gen/Source_29_SDXL,555.png,QF90,[0.99520266 0.00479734]
234,/data3/test_meta_learning/Gen/Source_29_SDXL,399.png,QF90,[1.0000000e+00 1.3825855e-08]
235,/data3/test_meta_learning/Gen/Source_29_SDXL,409.png,QF90,[6.4963942e-06 9.9999356e-01]
236,/data3/test_meta_learning/Gen/Source_29_SDXL,403.png,QF90,[0.00155711 0.99844295]
237,/data3/test_meta_learning/Gen/Source_29_SDXL,97.png,QF90,[0.00164748 0.9983525 ]
238,/data3/test_meta_learning/Gen/Source_29_SDXL,317.png,QF90,[9.997482e-01 2.518830e-04]
239,/data3/test_meta_learning/Gen/Source_29_SDXL,649.png,QF90,[0.9987772  0.00122272]
240,/data3/test_meta_learning/Gen/Source_29_SDXL,494.png,QF90,[0.978513   0.02148701]
241,/data3/test_meta_learning/Gen/Source_29_SDXL,238.png,QF90,[0.04171208 0.9582879 ]
242,/data3/test_meta_learning/Gen/Source_29_SDXL,105.png,QF90,[0.9913709  0.00862913]
243,/data3/test_meta_learning/Gen/Source_29_SDXL,669.png,QF90,[0.89308554 0.10691439]
244,/data3/test_meta_learning/Gen/Source_29_SDXL,613.png,QF90,[8.3604694e-04 9.9916399e-01]
245,/data3/test_meta_learning/Gen/Source_29_SDXL,626.png,QF90,[0.00180213 0.99819785]
246,/data3/test_meta_learning/Gen/Source_29_SDXL,439.png,QF90,[1.2831639e-04 9.9987161e-01]
247,/data3/test_meta_learning/Gen/Source_29_SDXL,296.png,QF90,[6.2332678e-05 9.9993765e-01]
248,/data3/test_meta_learning/Gen/Source_29_SDXL,625.png,QF90,[0.15081985 0.8491801 ]
249,/data3/test_meta_learning/Gen/Source_29_SDXL,448.png,orig,[5.4711103e-04 9.9945289e-01]
250,/data3/test_meta_learning/Gen/Source_29_SDXL,579.png,orig,[1.2778709e-04 9.9987221e-01]
251,/data3/test_meta_learning/Gen/Source_29_SDXL,498.png,orig,[0.04036882 0.95963115]
252,/data3/test_meta_learning/Gen/Source_29_SDXL,420.png,orig,[0.74310446 0.25689557]
253,/data3/test_meta_learning/Gen/Source_29_SDXL,110.png,orig,[1.1454824e-04 9.9988544e-01]
254,/data3/test_meta_learning/Gen/Source_29_SDXL,207.png,orig,[0.01681968 0.98318034]
255,/data3/test_meta_learning/Gen/Source_29_SDXL,674.png,orig,[9.9942386e-01 5.7614612e-04]
256,/data3/test_meta_learning/Gen/Source_29_SDXL,701.png,orig,[9.9996054e-01 3.9516304e-05]
257,/data3/test_meta_learning/Gen/Source_29_SDXL,557.png,orig,[0.00208289 0.9979171 ]
258,/data3/test_meta_learning/Gen/Source_29_SDXL,583.png,orig,[5.377963e-07 9.999994e-01]
259,/data3/test_meta_learning/Gen/Source_29_SDXL,690.png,orig,[0.00206347 0.9979366 ]
260,/data3/test_meta_learning/Gen/Source_29_SDXL,36.png,orig,[0.77529246 0.22470753]
261,/data3/test_meta_learning/Gen/Source_29_SDXL,65.png,orig,[0.6404556  0.35954437]
262,/data3/test_meta_learning/Gen/Source_29_SDXL,295.png,orig,[0.6248127  0.37518734]
263,/data3/test_meta_learning/Gen/Source_29_SDXL,98.png,orig,[9.9970526e-01 2.9470134e-04]
264,/data3/test_meta_learning/Gen/Source_29_SDXL,276.png,orig,[0.99321234 0.00678767]
265,/data3/test_meta_learning/Gen/Source_29_SDXL,463.png,orig,[3.2115629e-04 9.9967885e-01]
266,/data3/test_meta_learning/Gen/Source_29_SDXL,428.png,orig,[9.9992836e-01 7.1618982e-05]
267,/data3/test_meta_learning/Gen/Source_29_SDXL,319.png,orig,[1.0963743e-07 9.9999988e-01]
